"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.728591006E0,-4.321871698E-2,-1.430951804E-1,-1.838704348E-1
2.738591006E0,-3.909537569E-2,-6.200282276E-2,-1.933388561E-1
2.748591006E0,-3.543018550E-2,5.451972410E-2,-1.986839175E-1
2.758591006E0,-3.833179548E-2,9.254608303E-2,-1.985312104E-1
2.768591006E0,-4.673119262E-2,7.024950534E-2,-1.950187236E-1
2.778591006E0,-5.329799280E-2,-7.024950348E-3,-1.843285859E-1
2.788591006E0,-5.772676691E-2,-5.009094998E-2,-1.601994038E-1
2.798591006E0,-4.993823543E-2,2.580905706E-2,-1.501201391E-1
2.808591006E0,-3.298672289E-2,1.693623960E-1,-1.359175146E-1
2.818591006E0,-3.695734590E-2,1.999056488E-1,-1.064432710E-1
2.828591006E0,-7.208210230E-2,1.565342247E-1,-8.827003092E-2
2.838591006E0,-1.018617824E-1,1.780672222E-1,-7.590000331E-2
2.848591006E0,-1.316414624E-1,2.145664245E-1,-7.315111160E-2
2.858591006E0,-1.550070494E-1,2.116648108E-1,-4.993823543E-2
2.868591006E0,-1.945605874E-1,2.344195396E-1,-2.779436857E-2
2.878591006E0,-2.593123019E-1,5.584835410E-1,3.359758761E-3
2.888591006E0,-1.556179225E-1,8.425359130E-1,5.222897977E-2
2.898591006E0,7.391469181E-2,6.171266437E-1,2.748893574E-2
2.908591006E0,1.728748679E-1,2.101376504E-1,1.298088674E-2
2.918591006E0,3.329215571E-2,6.505715102E-2,1.970040426E-2
2.928591006E0,-7.605272532E-2,7.483099401E-2,2.122756653E-2
2.938591006E0,-9.743300825E-2,1.249219403E-1,1.542434748E-2
2.948591006E0,-9.025534242E-2,1.336267740E-1,5.650503561E-3
2.958591006E0,-7.498370856E-2,8.979719132E-2,1.679879380E-3
2.968591006E0,-5.619960278E-2,4.703662544E-2,7.483099122E-3
2.978591006E0,-3.268129006E-2,3.497203439E-2,1.970040426E-2
2.988591006E0,-2.031126991E-2,3.375030309E-2,2.580905706E-2
2.998591006E0,-1.313360315E-2,5.100724846E-2,3.802636266E-2
3.008591006E0,-1.481348183E-2,8.643743396E-2,4.795292020E-2
3.018591006E0,-2.840523422E-2,1.021672115E-1,5.177082866E-2
3.028591006E0,-3.359758854E-2,1.241583601E-1,5.436700583E-2
3.038591006E0,-4.978551716E-2,1.411098689E-1,5.925392732E-2
3.048591006E0,-4.718934000E-2,1.290452778E-1,4.948008433E-2
3.058591006E0,-1.114829071E-2,1.980730593E-1,3.878994286E-2
3.068591006E0,1.832595654E-2,3.185662329E-1,3.695734590E-2
3.078591006E0,3.512475267E-2,2.330450863E-1,3.405573592E-2
3.088591006E0,4.734205548E-3,-1.985312067E-2,2.901609987E-2
3.098591006E0,-3.344487399E-2,-1.171334088E-1,2.977968007E-2
3.108591006E0,-2.947424725E-2,-1.427897513E-1,2.596177347E-2
3.118591006E0,-3.359758761E-3,-1.829541475E-1,2.703078650E-2
3.128591006E0,1.389718428E-2,-1.779145002E-1,2.336559631E-2
3.138591006E0,-3.665191587E-3,-3.588833287E-2,1.802052557E-2
3.148591006E0,-1.939497143E-2,5.711590126E-2,9.926560335E-3
3.158591006E0,-1.542434748E-2,3.405573592E-2,1.374446787E-3
3.168591006E0,-7.941247895E-3,1.817324013E-2,-4.886921961E-3
3.178591006E0,-7.635815535E-3,-1.237002108E-2,-9.926560335E-3
3.188591006E0,-2.290744567E-3,-4.673119262E-2,-1.374446787E-2
3.198591006E0,1.786780916E-2,-1.053742543E-1,-1.542434748E-2
3.208591006E0,2.428189293E-2,-1.235474944E-1,-1.664607786E-2
3.218591006E0,3.008511290E-2,-9.651670605E-2,-1.404990070E-2
3.228591006E0,3.711006418E-2,-6.337726861E-2,-1.511891466E-2
3.238591006E0,3.420845419E-2,-1.924225502E-2,-1.618792862E-2
3.248591006E0,2.168571576E-2,2.596177394E-3,-1.603521220E-2
3.258591006E0,1.832595794E-3,2.076941915E-2,-1.343903504E-2
3.268591006E0,-2.046398632E-2,3.405573592E-2,-9.621127509E-3
3.278591006E0,-3.405573592E-2,4.856378585E-2,-7.177666761E-3
3.288591006E0,-3.390302137E-2,3.619376570E-2,-4.734205548E-3
3.298591006E0,-3.130684420E-2,2.275473066E-2,-1.221730490E-3
3.308591006E0,-2.382374369E-2,6.872233935E-3,1.221730490E-3
3.318591006E0,-7.788531948E-3,4.734205548E-3,-0.000000000E0
3.328591006E0,8.399397135E-3,-1.359175146E-2,-5.039638374E-3
3.338591006E0,2.092213556E-2,-4.153883830E-2,-8.857546374E-3
3.348591006E0,2.580905706E-2,-3.787364438E-2,-1.130100712E-2
3.358591006E0,2.687807009E-2,-2.428189293E-2,-1.252273750E-2
3.368591006E0,1.710422710E-2,-3.176499158E-2,-1.130100712E-2
3.378591006E0,1.328631863E-2,-1.832595654E-2,-7.483099122E-3
3.388591006E0,8.246680722E-3,-7.330383174E-3,-8.704829961E-3
3.398591006E0,-4.581489484E-4,1.084285788E-2,-7.330383174E-3
3.408591006E0,-6.108652451E-4,1.572977938E-2,-4.886921961E-3
3.418591006E0,4.123340361E-3,3.787364438E-2,-4.734205548E-3
3.428591006E0,6.566801574E-3,4.291328415E-2,-3.512475174E-3
3.438591006E0,1.374446787E-2,5.268712714E-2,-4.734205548E-3
3.448591006E0,1.374446787E-2,5.894849449E-2,-5.955935922E-3
3.458591006E0,1.389718428E-2,4.535674304E-2,-5.955935922E-3
3.468591006E0,9.010262787E-3,3.802636266E-2,-3.512475174E-3
3.478591006E0,1.832595794E-3,2.565634064E-2,-3.665191587E-3
3.488591006E0,-6.108652451E-4,1.450804994E-2,-0.000000000E0
3.498591006E0,7.635815418E-4,1.206458826E-2,2.443460980E-3
3.508591006E0,-1.832595794E-3,1.572977938E-2,3.665191587E-3
3.518591006E0,-1.832595794E-3,1.695151068E-2,2.443460980E-3
3.528591006E0,3.054326167E-3,2.199114859E-2,1.221730490E-3
3.538591006E0,3.054326167E-3,2.076941915E-2,1.221730490E-3
3.548591006E0,2.138028387E-3,-5.039638374E-3,3.512475174E-3
3.558591006E0,7.024950348E-3,-7.483099122E-3,4.734205548E-3
3.568591006E0,8.246680722E-3,-8.704829961E-3,2.290744567E-3
3.578591006E0,6.872233935E-3,1.221730467E-2,2.443460980E-3
3.588591006E0,2.138028387E-3,-8.704829961E-3,2.290744567E-3
3.598591006E0,-1.679879380E-3,3.512475174E-3,2.290744567E-3
3.608591006E0,-3.054326167E-3,1.450804994E-2,2.443460980E-3
3.618591006E0,-2.901609987E-3,1.206458826E-2,-0.000000000E0
3.628591006E0,-5.345070735E-3,9.621127509E-3,-0.000000000E0
3.638591006E0,-6.719517522E-3,1.450804994E-2,-0.000000000E0
3.648591006E0,-7.788531948E-3,7.177666761E-3,-0.000000000E0
3.658591006E0,-1.679879380E-3,9.621127509E-3,-2.443460980E-3
3.668591006E0,-2.901609987E-3,1.069014193E-3,-3.817907767E-3
3.678591006E0,-5.192354787E-3,-1.007927675E-2,-1.374446787E-3
3.688591006E0,-2.748893574E-3,-5.039638374E-3,-1.374446787E-3
3.698591006E0,-4.123340361E-3,-1.374446787E-3,-2.596177394E-3
3.708591006E0,-1.527163084E-3,-7.483099122E-3,-1.374446787E-3
3.718591006E0,-3.970623948E-3,-3.817907767E-3,-1.374446787E-3
3.728591006E0,-2.901609987E-3,7.177666761E-3,-0.000000000E0
3.738591006E0,-6.108652451E-4,1.695151068E-2,-0.000000000E0
3.748591006E0,-6.108652451E-4,1.817324013E-2,-2.443460980E-3
3.758591006E0,-2.901609987E-3,8.399397135E-3,-0.000000000E0
3.768591006E0,7.635815418E-4,3.512475174E-3,-2.596177394E-3
3.778591006E0,-1.679879380E-3,2.290744567E-3,1.069014193E-3
3.788591006E0,-1.527163084E-3,-5.039638374E-3,-1.527163113E-4
3.798591006E0,-7.788531948E-3,-2.748893574E-3,3.512475174E-3
3.808591006E0,-8.857546374E-3,-1.007927675E-2,3.512475174E-3
3.818591006E0,-6.566801574E-3,2.138028387E-3,1.069014193E-3
