"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.590122604E0,-3.559323549E-1,-5.747560024E0,-1.734796405E0
2.600122604E0,-2.440679073E-1,-6.308676720E0,-7.663014531E-1
2.610122604E0,-1.142572835E-1,-7.000202656E0,-4.301098585E-1
2.620122604E0,4.181457460E-1,-1.104885864E1,-3.481557071E-1
2.630122604E0,2.416750938E-1,-1.169551849E1,-3.433700502E-1
2.640122604E0,4.169493318E-1,-1.203111267E1,1.292722464E0
2.650122604E0,9.445667267E-1,-1.202692509E1,2.237887383E0
2.660122604E0,1.456032634E0,-1.082692432E1,2.520838737E0
2.670122604E0,1.217348576E0,-9.870991707E0,3.613162339E-1
2.680122604E0,7.322037220E-1,-9.423533440E0,-8.009973764E-1
2.690122604E0,9.619147182E-1,-7.627720356E0,-2.141576260E-1
2.700122604E0,1.402194023E0,-6.686742783E0,1.286142170E-1
2.710122604E0,2.771486759E0,-1.375693512E1,2.047059774E0
2.720122604E0,3.713062525E0,-1.906959915E1,3.027518749E0
2.730122604E0,3.758526087E0,-2.407658195E1,3.206382275E0
2.740122604E0,3.540779352E0,-2.313022041E1,1.808973908E0
2.750122604E0,3.589832067E0,-2.224846458E1,1.818545163E-1
2.760122604E0,3.547957659E0,-2.123151588E1,-1.775474429E0
2.770122604E0,4.327419758E0,-1.824048615E1,-3.917648792E0
2.780122604E0,3.260818958E0,-1.130848026E1,-2.077568293E0
2.790122604E0,1.996212244E0,-1.012044334E1,-1.639083475E-1
2.800122604E0,1.538584948E0,-1.035972595E1,5.461617708E-1
2.810122604E0,1.677368641E0,-9.643673897E0,8.817551732E-1
2.820122604E0,1.878365755E0,-9.421140671E0,1.204786181E0
2.830122604E0,1.853241086E0,-8.950951576E0,3.266202807E-1
2.840122604E0,1.637288928E0,-8.671588898E0,-2.991028363E-3
2.850122604E0,1.450050473E0,-8.435297966E0,-3.326023519E-1
2.860122604E0,1.540379524E0,-8.198408127E0,-6.849454641E-1
2.870122604E0,1.759921074E0,-7.876574039E0,-8.398807645E-1
2.880122604E0,2.731407166E0,-8.222934723E0,-4.313062727E-1
2.890122604E0,3.159124136E0,-8.188837051E0,-2.000399828E0
2.900122604E0,2.988037348E0,-6.709474564E0,-3.634099483E0
2.910122604E0,2.063211441E0,-6.004788399E0,-4.662415028E0
2.920122604E0,1.022333503E0,-5.638686657E0,-3.677768469E0
2.930122604E0,3.541377485E-1,-3.876971006E0,-5.311468124E0
2.940122604E0,3.661018610E-1,-3.695714474E0,-3.773481369E0
2.950122604E0,7.938188910E-1,-3.740580082E0,-2.656631231E0
2.960122604E0,1.449452281E0,-3.863212109E0,-2.118246317E0
2.970122604E0,2.114656925E0,-3.906282902E0,-1.967498422E0
2.980122604E0,2.421536446E0,-4.159324169E0,-1.316650629E0
2.990122604E0,3.396611691E0,-5.864808083E0,6.251249313E-1
3.000122604E0,3.025724173E0,-7.430910587E0,1.485344648E0
3.010122604E0,2.654836655E0,-8.781061172E0,2.298904419E0
3.020122604E0,2.414358139E0,-1.018923664E1,4.003192425E0
3.030122604E0,2.650649309E0,-1.188335514E1,4.749752998E0
3.040122604E0,3.863212109E0,-1.499701595E1,5.304289818E0
3.050122604E0,3.818944931E0,-1.654098511E1,4.322634220E0
3.060122604E0,4.512863636E0,-1.869392776E1,1.261017561E0
3.070122604E0,4.907679081E0,-2.097428703E1,-3.640679598E0
3.080122604E0,3.494119167E0,-2.215394783E1,-5.684150219E0
3.090122604E0,-8.333004713E-1,-2.703052139E1,-4.070191383E0
3.100122604E0,-2.753540754E0,-2.734457970E1,-7.657032460E-2
3.110122604E0,-1.043868899E0,-2.342513466E1,2.426322222E0
3.120122604E0,3.064607620E0,-1.903191376E1,1.531406522E0
3.130122604E0,5.423332691E0,-1.740718651E1,-1.974078640E-2
3.140122604E0,3.503690481E0,-1.650210190E1,-1.132403374E0
3.150122604E0,3.312264681E0,-1.576989746E1,-1.186241865E0
3.160122604E0,4.612763882E0,-1.513340664E1,-1.033101201E0
3.170122604E0,5.165505886E0,-1.419362545E1,-1.978266120E0
3.180122604E0,4.877768993E0,-1.336511135E1,-2.088934183E0
3.190122604E0,1.930409670E0,-8.634500504E0,-2.012962103E0
3.200122604E0,6.323033571E-1,-6.908677101E0,-2.653042078E0
3.210122604E0,-2.524427772E-1,-5.791228771E0,-2.395813704E0
3.220122604E0,-8.398807645E-1,-5.201996326E0,-1.819741607E0
3.230122604E0,-8.632107973E-1,-4.328616142E0,-1.411765337E0
3.240122604E0,-8.769695163E-1,-3.648456335E0,-7.704889178E-1
3.250122604E0,-8.147560954E-1,-2.268395901E0,-2.590230405E-1
3.260122604E0,-3.463610709E-1,-9.391828775E-1,-1.375873014E-2
3.270122604E0,5.000999570E-1,5.569294691E-1,4.007977843E-1
3.280122604E0,1.514656782E0,1.778465390E0,1.049252748E0
3.290122604E0,2.476571321E0,2.708076954E0,1.801197290E0
3.300122604E0,5.283950806E0,4.217350006E0,2.654836655E0
3.310122604E0,6.867401123E0,4.195216179E0,2.859423161E-1
3.320122604E0,8.923434258E0,3.002394199E0,-3.027518749E0
3.330122604E0,7.391428947E0,1.375873014E-2,-2.133201361E0
3.340122604E0,4.307679176E0,-8.745766878E-1,-2.011765718E0
3.350122604E0,6.460621357E-1,-1.310070455E-1,-1.312463164E0
3.360122604E0,-1.052841991E-1,6.311069727E-1,-1.573879123E0
3.370122604E0,-4.229314029E-1,-1.980060786E-1,-2.992822886E0
3.380122604E0,-7.698906660E-1,-2.886342287E0,-2.441277266E0
3.390122604E0,-9.098708034E-1,-6.023332596E0,-1.336391449E0
3.400122604E0,-2.755933523E0,-2.013859367E1,3.244667530E0
3.410122604E0,-3.607180119E0,-2.691207695E1,4.122833252E0
3.420122604E0,-6.900302410E0,-3.800221252E1,4.613960266E0
3.430122604E0,-9.798010826E0,-4.899543762E1,7.300501823E0
3.440122604E0,-4.851448059E0,-3.839702606E1,6.008377552E0
3.450122604E0,3.284149170E-1,-1.433659649E1,4.868795872E0
3.460122604E0,5.515456200E-1,-1.133599758E1,4.936991215E0
3.470122604E0,1.817947030E0,-1.009352398E1,4.667200565E0
