Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
76.07565148,-2.511114359,0.2316706479,-0.9205739498
76.08565148,-2.101834536,-0.3596469164,-0.9256135821
76.09565148,-1.885130167,-0.7538077235,-0.8060367107
76.10565148,-1.501048565,-0.7240280509,-0.7588473558
76.11565148,-0.597884357,1.353524685,-0.6369797587
76.12565148,0.02886338346,1.868331313,-0.7061602473
76.13565148,-0.5864306092,0.2736676335,-1.10673511
76.14565148,-0.7322747111,0.01298088674,-1.266476393
76.15565148,-0.9016370773,-0.1131627858,-1.401172161
76.16565148,-0.9263771176,0.1281289905,-1.402393937
76.17565148,-0.7580837607,0.236099422,-1.299463034
76.18565148,-0.6032294035,0.1206458881,-1.180802464
76.19565148,-0.4905247986,-0.1996002197,-1.139874578
76.20565148,-0.3753767014,-0.5061018467,-1.108873129
76.21565148,-0.2999348342,-0.8927795291,-1.10001564
76.22565148,-0.2425135076,-1.091921568,-1.120784998
76.23565148,-0.1812742651,-1.31045866,-1.142776132
76.24565148,-0.1067487001,-1.493565559,-1.132849574
76.25565148,-0.0606283769,-1.675145268,-1.024115562
76.26565148,-0.003512475174,-1.719585657,-0.8657487631
76.27565148,0.04948008433,-1.724778056,-0.7131851912
76.28565148,0.1476766765,-1.711338997,-0.4886921942
76.29565148,0.2696970105,-1.625359654,-0.2710714638
76.30565148,0.3724750876,-1.47340703,-0.06658431143
76.31565148,0.4251621962,-1.333824277,0.07925976813
76.32565148,0.4537201524,-1.133307695,0.2365575731
76.33565148,0.4408919811,-0.9651671052,0.3743076921
76.34565148,0.4201225638,-0.845895648,0.4897612035
76.35565148,0.437074095,-0.8203920126,0.5716171265
76.36565148,0.4628831446,-0.8277224302,0.6142250299
76.37565148,0.5105306506,-0.7941248417,0.6314819455
76.38565148,0.5497786999,-0.688139677,0.6160575747
76.39565148,0.5499314666,-0.5850561857,0.5983424783
76.40565148,0.4298964143,-0.5051855445,0.5476406813
76.41565148,0.1750128865,-0.2228130996,0.4019493461
76.42565148,-0.00122173049,0.1579086632,0.1441642046
76.43565148,-0.02748893574,0.41309762,-0.1510364264
76.44565148,0.05604688451,0.397673279,-0.2916881442
76.45565148,0.1664607823,0.1905899495,-0.3246748745
76.46565148,0.2376265824,-0.03588833287,-0.2454151064
76.47565148,0.2616030276,-0.1970040351,-0.08521570265
76.48565148,0.2499966025,-0.2412917763,0.1307251602
76.49565148,0.2081523389,-0.2231185287,0.3042109013
76.50565148,0.09178250283,-0.2379320115,0.5313000679
76.51565148,-0.03405573592,-0.2835941911,0.7644978762
76.52565148,-0.09346238524,-0.3440698385,0.9486737251
76.53565148,-0.07620543987,-0.4474588037,1.057865858
76.54565148,0.02733621933,-0.597273469,1.080162525
76.55565148,0.2170098722,-0.6582072973,0.9659306407
76.56565148,0.4303545654,-0.6391177773,0.8240572214
76.57565148,0.6304129362,-0.6435465217,0.6918048859
76.58565148,0.7596109509,-0.5572618246,0.6505714655
76.59565148,0.8805622458,-0.3918700516,0.6792821288
76.60565148,0.951880753,-0.2800817192,0.7896960378
76.61565148,0.8984300494,-0.3243694305,0.9176723361
76.62565148,0.7637342811,-0.4699080884,1.018465042
76.63565148,0.5248859525,-0.7415903807,1.135903955
76.64565148,0.1965458989,-1.141707182,1.201419234
76.65565148,-0.1682933718,-1.572214365,1.176526427
76.66565148,-0.4080579877,-1.78342104,0.9865473509
76.67565148,-0.468075484,-1.803274155,0.6973026991
76.68565148,-0.4086688459,-1.647656322,0.3891211748
76.69565148,-0.1547016203,-1.415222049,0.1079704314
76.70565148,0.149509266,-1.182787776,-0.09025534242
76.71565148,0.3949243724,-0.8326093554,-0.1656972021
76.72565148,0.6890559793,-0.3349068761,-0.2417499274
76.73565148,0.9046914577,0.1485929638,-0.3433062732
76.74565148,1.006400466,0.5033529401,-0.4294382632
76.75565148,1.031598687,0.5638286471,-0.445015341
76.76565148,1.048550248,0.5786421299,-0.4474588037
76.77565148,1.05878222,0.5444336534,-0.4512766898
76.78565148,1.073137522,0.4659374654,-0.4114177525
76.79565148,1.041219831,0.4726569951,-0.3662137091
76.80565148,0.9885326624,0.4670064747,-0.3320052624
76.81565148,0.9112582207,0.338419348,-0.2872593701
76.82565148,0.8278751373,0.224492982,-0.2341141105
76.83565148,0.7536550164,0.05146539584,-0.1383609772
76.84565148,0.6968445182,-0.1383609772,-0.06979135424
76.85565148,0.6165157557,-0.3112358451,-0.0155770639
76.86565148,0.5135849714,-0.3237585723,0.05161811411
76.87565148,0.3984368443,-0.2373211533,0.1475239545
76.88565148,0.3199406862,-0.1221730486,0.2275473028
76.89565148,0.2338086665,0.007635815535,0.3127630055
76.90565148,0.1869247705,0.04581489414,0.3911064863
76.91565148,0.1563815027,0.03039054573,0.4679227769
76.92565148,0.1681406647,-0.02764165215,0.5555819273
76.93565148,0.2105957866,-0.08521570265,0.6345362663
76.94565148,0.2521346211,-0.1797471046,0.7548767328
76.95565148,0.2611449063,-0.2119702399,0.8278751373
76.96565148,0.2657263875,-0.1763873398,0.8426886201
76.97565148,0.2889392674,-0.1713477075,0.8378016949
76.98565148,0.3335324228,-0.2098322064,0.8069530129
76.99565148,0.3875939846,-0.3217732608,0.7501425147
77.00565148,0.4344778955,-0.4703662395,0.6699664593
77.01565148,0.4882340431,-0.5623014569,0.5752823353
77.02565148,0.5108360648,-0.613155961,0.4859432876
77.03565148,0.4987714589,-0.6430884004,0.3539963961
77.04565148,0.475558579,-0.661108911,0.2183843255
77.05565148,0.4703662395,-0.6360634565,0.1146899462
77.06565148,0.4697553813,-0.586736083,0.08445212245
77.07565148,0.4219551682,-0.5871942043,0.06627888232
77.08565148,0.3791945875,-0.6204863787,0.01114829071
77.09565148,0.3060434759,-0.5607742667,-0.08475755155
77.10565148,0.1018617824,-0.424856782,-0.2362521291
77.11565148,-0.1484402567,-0.3249803185,-0.3805690408
77.12565148,-0.5022839308,-0.2078468949,-0.5441282392
77.13565148,-0.8361217976,-0.1128573567,-0.6725626588
77.14565148,-1.115287185,-0.06643159688,-0.7426594496
77.15565148,-1.281442523,-0.03481931984,-0.8116871715
77.16565148,-1.457677245,0.1305724531,-0.9118691087
77.17565148,-1.660789847,0.3984368443,-0.9980010986
77.18565148,-1.895056725,0.7028004527,-1.074053764
77.19565148,-2.133446932,0.9442449808,-1.106582403
77.20565148,-2.449264288,0.9753990769,-1.162018418
77.21565148,-2.65191865,0.7434229851,-1.287398458
77.22565148,-2.661539793,0.503200233,-1.30938971
77.23565148,-2.454609156,0.3323107064,-1.254564524
77.24565148,-2.205528975,0.01450804994,-1.154077172
77.25565148,-1.826792479,-0.2588541508,-1.076955438
77.26565148,-1.492343783,-0.4137084782,-0.9976956844
77.27565148,-1.322523236,-0.4514294267,-0.9457721114
77.28565148,-1.195157886,-0.3029891551,-0.9268352985
77.29565148,-0.8874344826,-0.1505782902,-1.021824837
77.30565148,-0.6603453159,0.06979135424,-1.196837783
77.31565148,-0.5659666657,0.4112650156,-1.345278025
77.32565148,-0.539394021,0.5508477092,-1.458135366
77.33565148,-0.5271766782,0.4528038502,-1.45126307
77.34565148,-0.4289801121,0.2364048511,-1.368490815
77.35565148,-0.3446807265,0.05177082866,-1.290147424
77.36565148,-0.287412107,-0.3585779071,-1.233947754
77.37565148,-0.2393064648,-0.716239512,-1.200502872
77.38565148,-0.1540907621,-1.097724795,-1.201419234
77.39565148,-0.02168571576,-1.31045866,-1.268767118
77.40565148,0.01893682219,-1.546558142,-1.283580542
77.41565148,0.03817907721,-1.738980651,-1.252884626
77.42565148,0.09224065393,-1.846645594,-1.174235702
77.43565148,0.1624901593,-1.861306429,-1.04381597
77.44565148,0.2405281961,-1.80144155,-0.868955791
77.45565148,0.3524692357,-1.590387702,-0.6678284407
77.46565148,0.4557054639,-1.354899168,-0.4970915914
77.47565148,0.5604688525,-1.046106696,-0.2611449063
77.48565148,0.6038402915,-0.8359690905,-0.03436116874
77.49565148,0.6185010672,-0.7032586336,0.1568396538
77.50565148,0.6278167367,-0.6536257863,0.2864958048
77.51565148,0.6290385127,-0.645837307,0.4427245855
77.52565148,0.6269004345,-0.6724098921,0.5879577994
77.53565148,0.605825603,-0.7504479289,0.6901249886
77.54565148,0.5679519773,-0.8750644922,0.7420485616
77.55565148,0.5296201706,-0.9662361145,0.7525860071
77.56565148,0.4975497425,-0.9590584636,0.7197519541
77.57565148,0.4778493345,-0.8376489878,0.6751587987
77.58565148,0.4233296216,-0.6872233748,0.6394231915
77.59565148,0.3316998184,-0.507781744,0.5991060734
77.60565148,0.1930334121,-0.1802052408,0.4815145433
77.61565148,0.08842274547,0.05894849449,0.2790127099
77.62565148,0.05681046844,0.01206458826,0.02855795063
77.63565148,0.1233947799,-0.1372919679,-0.07605272532
77.64565148,0.2333505303,-0.3052799106,-0.07116580009
77.65565148,0.2979495227,-0.3714060783,0.01878410578
77.66565148,0.3546072841,-0.3822489381,0.1149953827
77.67565148,0.3804163337,-0.3765984178,0.2420553565
77.68565148,0.3627012372,-0.3225368559,0.4144720733
77.69565148,0.310777694,-0.1527163088,0.6339253783
77.70565148,0.3231477141,-0.03588833287,0.8190175891
77.71565148,0.4178318381,-0.04428773001,0.9517280459
77.72565148,0.5166392922,-0.0971275717,0.9757044911
77.73565148,0.6239988208,-0.1566869318,0.8715519905
77.74565148,0.7221954465,-0.1643227488,0.6673702598
77.75565148,0.8265006542,-0.1684460938,0.519540906
77.76565148,0.8672759533,-0.1853975952,0.5632177591
77.77565148,0.8318457603,-0.2058615834,0.6487388611
77.78565148,0.681420207,-0.3591887653,0.7970264554
77.79565148,0.4375322461,-0.6238461137,0.9388998747
77.80565148,0.1550070494,-0.9402743578,1.068250656
77.81565148,-0.09361509979,-1.218217969,1.168585181
77.82565148,-0.4221078753,-1.593900084,1.274570346
77.83565148,-0.6754642725,-1.790446043,1.275181174
77.84565148,-0.7481572032,-1.668578386,1.045190454
77.85565148,-0.6798930168,-1.519069195,0.7480044961
77.86565148,-0.4152356386,-1.147815824,0.424856782
77.87565148,0.03069597855,-0.7365507483,0.1272126883
77.88565148,0.49922961,-0.3746131063,-0.1049161032
77.89565148,0.8854491711,0.006719517522,-0.2157881409
77.90565148,1.138500094,0.338419348,-0.2632829249
77.91565148,1.316872716,0.7525860071,-0.315053761
77.92565148,1.321301579,1.025184631,-0.3856086731
77.93565148,1.225090265,1.179886222,-0.3908010423
77.94565148,1.136972904,1.254717231,-0.3767511547
77.95565148,1.070541382,1.268767118,-0.3802636266
77.96565148,1.025184631,1.266934514,-0.3631593883
77.97565148,0.9669997096,1.30893147,-0.3176499307
77.98565148,0.8726209998,1.305113554,-0.2588541508
77.99565148,0.7997753024,1.233031511,-0.2335032374
78.00565148,0.7476990819,1.050840974,-0.1941024363
78.01565148,0.7451028824,0.8431467414,-0.1146899462
78.02565148,0.7495316267,0.6673702598,-0.0239764601
78.03565148,0.7170031071,0.5073235631,0.03863722831
78.04565148,0.6195700765,0.3219259977,0.1110247597
78.05565148,0.4937318265,0.2661845386,0.192727983
78.06565148,0.3790418804,0.314748317,0.2738203406
78.07565148,0.315053761,0.3368921876,0.34605515
78.08565148,0.2735149264,0.3239113092,0.3802636266
78.09565148,0.28313604,0.4526511431,0.4077525437
78.10565148,0.3220787048,0.4857905805,0.4799873531
78.11565148,0.3451388776,0.4108068645,0.5636758804
78.12565148,0.3596469164,0.3222314119,0.6365215778
78.13565148,0.3359758854,0.2380847335,0.7214318514
78.14565148,0.2721404731,0.2446515262,0.7545713186
78.15565148,0.1977676302,0.1933388561,0.778853178
78.16565148,0.1421788931,0.1119410545,0.7724391222
78.17565148,0.08827003092,-0.01114829071,0.7327328324
78.18565148,0.05787948146,-0.1543961912,0.6478226185
78.19565148,0.05390885845,-0.2518292069,0.5300782919
78.20565148,0.07742717117,-0.2802344263,0.3908010423
78.21565148,0.1163698286,-0.2509129047,0.2675589919
78.22565148,0.1901318133,-0.1524108797,0.1189660057
78.23565148,0.2890919745,-0.01343903504,0.02199114859
78.24565148,0.3851505518,0.07483099401,-0.01313360315
78.25565148,0.4292855561,0.09010262042,-0.01435533352
78.26565148,0.4098905921,0.06276640296,-0.001069014193
78.27565148,0.3552181423,0.0009162978968,-0.01588249579
78.28565148,0.2573269904,-0.02809980139,-0.05864306539
78.29565148,0.108275868,0.01481348183,-0.1278235465
78.30565148,-0.1510364264,0.1401935667,-0.2585487068
78.31565148,-0.4682282209,0.2860376537,-0.4378376603
78.32565148,-0.8161159754,0.4277583957,-0.6207917929
78.33565148,-1.114829063,0.5578727126,-0.7904596329
78.34565148,-1.303891897,0.6678284407,-0.8848382831
78.35565148,-1.502270341,0.8352054954,-0.9543242455
78.36565148,-1.72202909,0.9447031021,-1.026711702
78.37565148,-1.96851325,1.141096234,-1.120479584
78.38565148,-2.201711178,1.34756875,-1.223868489
78.39565148,-2.490803003,1.397506952,-1.314734697
78.40565148,-2.653445959,1.220966935,-1.411862254
78.41565148,-2.637105227,0.96028018,-1.443780065
78.42565148,-2.396424294,0.833983779,-1.405753613
78.43565148,-2.053270817,0.7907650471,-1.338253021
78.44565148,-1.564884067,0.6087272167,-1.127657294
78.45565148,-1.185231328,0.2499966025,-0.9166033268
78.46565148,-1.087798238,-0.1230893433,-0.8515461683
78.47565148,-0.9729556441,-0.1750128865,-0.7812966704
78.48565148,-0.6638578176,-0.04016438872,-0.8347473741
78.49565148,-0.2573269904,1.399339557,-1.13666749
78.50565148,-0.3048217595,0.3367394805,-1.292438149
78.51565148,-0.3008511364,0.1884519309,-1.302975535
78.52565148,-0.2275473028,0.4492913783,-1.334587812
78.53565148,-0.1340849251,0.4437935948,-1.24082005
78.54565148,-0.1255328059,0.01038470957,-1.114981771
78.55565148,-0.1438587606,-0.4499022663,-1.072221279
78.56565148,-0.1401935667,-0.794582963,-1.018006921
78.57565148,-0.1101084575,-1.185536742,-0.9834930301
78.58565148,-0.1133155003,-1.557248235,-0.9476047158
78.59565148,-0.07696902007,-1.743562102,-0.8706356883
78.60565148,-0.02351831272,-1.799914479,-0.7929030657
78.61565148,0.05283984542,-1.806023121,-0.645226419
78.62565148,0.1322523206,-1.754557729,-0.464410305
78.63565148,0.2277000248,-1.609935403,-0.2758056521
78.64565148,0.3240640163,-1.4198035,-0.09437867999
78.65565148,0.4115704596,-1.224632144,0.03726277873
78.66565148,0.4874704778,-0.9598219991,0.1788308024
