"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.009253589E0,2.379063845E0,3.022733212E0,9.488738060E0
3.019253589E0,2.546561480E0,3.093919754E0,9.585049629E0
3.029253589E0,2.627917528E0,3.044866800E0,9.777072906E0
3.039253589E0,2.489133835E0,2.934198856E0,9.818947792E0
3.049253589E0,2.255235434E0,2.724826813E0,9.677771568E0
3.059253589E0,1.968096614E0,2.347358942E0,9.492327690E0
3.069253589E0,1.901097536E0,2.223530531E0,9.409774780E0
3.079253589E0,2.059023857E0,2.284547329E0,9.655039787E0
3.089253589E0,2.207378864E0,2.413759947E0,9.608379364E0
3.099253589E0,2.307279348E0,2.553740025E0,9.466006279E0
3.109253589E0,2.426322222E0,2.669193745E0,9.404989243E0
3.119253589E0,2.493919373E0,2.663809776E0,9.496515274E0
3.129253589E0,2.599203587E0,2.648854733E0,9.597013474E0
3.139253589E0,2.647060156E0,2.590828657E0,9.702297211E0
3.149253589E0,2.633301258E0,2.527418852E0,9.912267685E0
3.159253589E0,2.590230465E0,2.440080881E0,1.002652550E1
3.169253589E0,2.518445730E0,2.301895380E0,9.939187050E0
3.179253589E0,2.528017044E0,2.239083767E0,1.002054310E1
3.189253589E0,2.614757061E0,2.271985054E0,1.012642574E1
3.199253589E0,2.538186550E0,2.280958176E0,1.024068260E1
3.209253589E0,2.318047047E0,2.185843468E0,1.016291618E1
3.219253589E0,2.160120726E0,2.062014818E0,1.002712345E1
3.229253589E0,2.112264156E0,2.009372711E0,9.993623734E0
3.239253589E0,2.212762833E0,2.118844509E0,1.012881851E1
3.249253589E0,2.399402857E0,2.214557409E0,1.013958549E1
3.259253589E0,2.456830740E0,2.286940336E0,1.005404282E1
3.269253589E0,2.484946251E0,2.359323025E0,9.963713646E0
3.279253589E0,2.379662037E0,2.402393818E0,9.929615974E0
3.289253589E0,2.212164640E0,2.355135679E0,9.852447510E0
3.299253589E0,2.102094650E0,2.268994093E0,9.798608780E0
3.309253589E0,2.026122570E0,2.220539331E0,9.855438232E0
3.319253589E0,2.059622049E0,2.172084808E0,9.970293999E0
3.329253589E0,2.193620205E0,2.133201361E0,1.014796066E1
3.339253589E0,2.510071039E0,2.197807550E0,1.048953629E1
3.349253589E0,2.864208698E0,2.235494614E0,1.070668507E1
