"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.651093284E0,-1.646434546E0,1.943467736E0,-9.246972799E-1
2.661093284E0,-1.543656468E0,2.189035654E0,-9.967793822E-1
2.671093284E0,-1.414153099E0,2.361146927E0,-1.066876173E0
2.681093284E0,-1.301448345E0,2.386192322E0,-1.134071350E0
2.691093284E0,-1.220661521E0,2.287995815E0,-1.177595496E0
2.701093284E0,-1.154077172E0,1.930639625E0,-1.172250390E0
2.711093284E0,-1.173166752E0,1.766164184E0,-1.174388409E0
2.721093284E0,-1.242958069E0,1.623068929E0,-1.159116745E0
2.731093284E0,-1.316414595E0,1.499216080E0,-1.065654397E0
2.741093284E0,-1.338863850E0,1.312902093E0,-9.017898440E-1
2.751093284E0,-1.302670121E0,1.048855662E0,-7.432702780E-1
2.761093284E0,-1.006400466E0,4.598288238E-1,-4.992296100E-1
2.771093284E0,-7.608326674E-1,2.443460971E-1,-4.897612035E-1
2.781093284E0,-4.492913783E-1,1.452332139E-1,-5.751296282E-1
2.791093284E0,-7.513642311E-2,1.779145002E-1,-6.218608022E-1
2.801093284E0,3.466660380E-1,2.350303978E-1,-5.966626406E-1
2.811093284E0,1.126893640E0,2.968805134E-1,-4.488332272E-1
2.821093284E0,1.409724236E0,3.762930036E-1,-2.803871334E-1
2.831093284E0,1.522428870E0,5.283984542E-1,-7.590000331E-2
2.841093284E0,1.497536182E0,6.806566119E-1,5.070181563E-2
2.851093284E0,1.448361516E0,6.908885837E-1,9.361509979E-2
2.861093284E0,1.397659659E0,3.822489381E-1,1.676825136E-1
2.871093284E0,1.381319046E0,3.106249869E-1,2.370157093E-1
2.881093284E0,1.333824277E0,2.776382565E-1,3.344487250E-1
2.891093284E0,1.246317863E0,2.037235647E-1,4.392121136E-1
2.901093284E0,1.067334294E0,7.987063378E-2,5.158756971E-1
2.911093284E0,5.053382516E-1,-4.074471295E-1,6.178901792E-1
2.921093284E0,2.736676335E-1,-6.698137522E-1,6.035348773E-1
2.931093284E0,5.986479297E-2,-9.908234477E-1,5.801692605E-1
2.941093284E0,-1.039998084E-1,-1.155909777E0,6.052147150E-1
2.951093284E0,-1.841758788E-1,-1.241889000E0,7.049384713E-1
2.961093284E0,-2.409863323E-1,-1.418429136E0,1.022741079E0
2.971093284E0,-2.799290121E-1,-1.323286891E0,1.044121385E0
2.981093284E0,-4.169155359E-1,-1.158505917E0,9.011789560E-1
2.991093284E0,-6.349944472E-1,-9.856310487E-1,6.801984310E-1
3.001093284E0,-8.901833892E-1,-7.996225953E-1,4.619668424E-1
3.011093284E0,-1.260367751E0,-6.389650702E-1,1.423316002E-1
3.021093284E0,-1.375515819E0,-7.906123400E-1,7.590000331E-2
3.031093284E0,-1.463938594E0,-9.051495790E-1,-1.496619824E-2
3.041093284E0,-1.507768154E0,-8.312348723E-1,-1.438587606E-1
3.051093284E0,-1.490511179E0,-7.264714837E-1,-2.251038402E-1
3.061093284E0,-1.439351201E0,-5.836817622E-1,-2.232712507E-1
3.071093284E0,-1.256244421E0,-1.291979998E-1,-1.481348183E-2
3.081093284E0,-1.076650023E0,6.780604273E-2,-1.893682219E-2
3.091093284E0,-7.916813493E-1,1.582140923E-1,-6.169738993E-2
3.101093284E0,-4.367686510E-1,1.557706445E-1,-2.687807009E-2
3.111093284E0,-5.528330430E-2,8.704829961E-2,7.712173462E-2
3.121093284E0,-5.528330430E-2,8.704829961E-2,7.712173462E-2
3.131093284E0,7.539604306E-1,-2.565633953E-1,2.203696370E-1
3.141093284E0,8.457429409E-1,-3.390302062E-1,2.368630022E-1
3.151093284E0,8.680394888E-1,-3.631593883E-1,2.110539377E-1
3.161093284E0,8.452847600E-1,-4.134030640E-1,1.631010175E-1
3.171093284E0,6.673702598E-1,-6.575964093E-1,6.200282276E-2
3.181093284E0,5.103778839E-1,-6.763805151E-1,4.398229718E-2
3.191093284E0,3.330742717E-1,-6.340781450E-1,2.855795063E-2
3.201093284E0,1.620320082E-1,-5.952881575E-1,-9.926560335E-3
3.211093284E0,7.330383174E-3,-5.992587805E-1,-3.909537569E-2
3.221093284E0,-2.156354338E-1,-5.303837657E-1,-8.338310570E-2
