acc_x_mean,acc_y_mean,acc_z_mean,acc_x_std,acc_y_std,acc_z_std,acc_x_min,acc_y_min,acc_z_min,acc_x_max,acc_y_max,acc_z_max,acc_x_range,acc_y_range,acc_z_range,acc_x_rms,acc_y_rms,acc_z_rms,acc_x_zcr,acc_y_zcr,acc_z_zcr,acc_sma,acc_magnitude_mean,acc_magnitude_std,acc_magnitude_max,acc_magnitude_skewness,acc_magnitude_kurtosis,gyr_x_mean,gyr_y_mean,gyr_z_mean,gyr_x_std,gyr_y_std,gyr_z_std,gyr_x_min,gyr_y_min,gyr_z_min,gyr_x_max,gyr_y_max,gyr_z_max,gyr_x_range,gyr_y_range,gyr_z_range,gyr_x_rms,gyr_y_rms,gyr_z_rms,gyr_magnitude_mean,gyr_magnitude_std,acc_dominant_freq,acc_energy_low,acc_energy_mid,acc_energy_high,acc_spectral_entropy,gyr_dominant_freq,gyr_energy_low,gyr_energy_mid,gyr_energy_high,gyr_spectral_entropy,acc_x_y_corr,acc_x_z_corr,acc_y_z_corr,gyr_x_y_corr,gyr_x_z_corr,gyr_y_z_corr,acc_gyr_magnitude_ratio,window_id,activity_id,activity_name,recording_folder
-1.78544768545724,-6.915611560509599,4.096911974621199,1.0550364651328714,3.5537351014795946,3.9593840574061727,-3.186641455,-9.862018585,0.1746760458,2.331805706,2.032702923,12.53001595,5.518447161,11.894721508,12.3553399042,2.073867252324671,7.775263109846651,5.697491539426517,0.076,0.004,0.012,13.09353267590956,9.830182516728197,0.7645674183843948,12.693330104548211,0.755987618961835,3.578124834514526,0.551878874429892,-0.193009594131904,-0.0126711774102227,0.6028972372778806,0.2558981684775837,0.1465649525756261,-0.4871650338,-0.8739954233,-0.4630358517,1.896431208,0.278859973,0.3570507467,2.3835962418000003,1.1528553963,0.8200865984,0.8173465426361731,0.3205254686559932,0.1471116720741657,0.659026007762588,0.5984300393274152,1.6,2135.3940843855707,4291.74556300226,9889.37670220416,0.6919844317962242,0.4,10248.391636289283,476.541688852653,426.9728291452245,0.1339921662257651,0.8343849097011874,0.7754045262579984,0.93404600430825,-0.2472552332399535,0.3087500005144628,0.2238010911063893,14.916205862490964,67,1,sitting,1_sitting
-0.4797106907553999,-0.8175341762312001,9.738417270684,0.2441641818543732,0.1265460790455715,0.0993220306077886,-1.641476393,-1.290927768,9.371489525,0.6867401004,0.3242274821,10.07258701,2.3282164934000003,1.6151552501,0.701097485,0.5382736242150813,0.8272702336164616,9.738923749764163,0.028,0.128,0.2,11.0456067087486,9.788323268050666,0.097354701026065,10.099200806016157,-0.0546893758600266,2.129551593862084,-0.0065411451147599,0.0252849344753572,-0.0038789942807111,0.0287495455492474,0.0775071029009777,0.017730457111912,-0.1449277848,-0.1192714423,-0.1511891484,0.05849034712,0.3402519524,0.03940080851,0.20341813192,0.4595233947,0.19058995691,0.0294842830793052,0.0815271667085632,0.0181498128372482,0.0607554496106786,0.0644530287019772,6.4,4.243456565996265,23.08021168971009,147.05472723603725,0.7981690194108841,0.8,30.629274137284767,41.174703190002674,51.56858957279419,0.5382168301844019,0.4733174107466686,0.1501543811592933,0.1497421358738223,-0.2669928469566677,-0.0081804905088393,-0.1760146608795168,161.10755863407556,41,1,sitting,1_sitting
-1.40854222822244,-3.3863704725950714,7.6691377439264,1.121276088314598,3.571148051902145,3.2368302586502185,-3.638885021,-9.760323524,0.2739782035,1.064806104,1.81794703,11.42034435,4.703691125000001,11.578270554,11.1463661465,1.8003475428127544,4.921443221888094,8.32422632192507,0.044,0.012,0.02,12.647000879883272,9.819170094614634,0.5818050986679155,11.530084925254432,0.3973850539480514,0.4332693813708412,0.5035404965599399,-0.17448082964984,0.0173540708493491,0.6613023480180665,0.3441811031411453,0.1489258967806318,-0.2043344229,-0.8501716852,-0.4613559842,1.981646895,0.7133378983,0.4608978331,2.1859813179,1.5635095835,0.9222538173,0.831188202015668,0.3858810589738141,0.149933606996429,0.7263519190418444,0.5785075583395438,0.8,1998.8660159426256,2355.8146232463314,3800.208541572291,0.7243475454089854,0.4,9627.53051916112,328.0961937631077,355.0364902329816,0.1761823943358383,0.7846011741923963,0.7176961806716927,0.9420121588420044,-0.1977458957882949,0.3896595051577254,-0.0064822934252275,13.518456162559955,44,1,sitting,1_sitting
-0.811150125254352,-3.01845963175736,8.0421572733636,1.1765427903871115,3.406111584447008,3.279263327808074,-3.156731367,-9.759127617,-0.5557330847,2.140978098,3.799802303,15.59103394,5.2977094650000005,13.55892992,16.1467670247,1.4290617423022849,4.5511201559893895,8.685036648317723,0.012,0.004,0.02,12.3419471081608,9.851519979395423,1.0641089304012326,16.06644336267077,1.930057210161698,11.911190012073748,0.514096857144262,-0.1816584954421048,-0.0176326254727996,0.7881129601438929,0.3661253131995598,0.13306910090269,-1.244790673,-1.507615447,-0.4954117239,2.160019398,0.3521638215,0.2936734557,3.404810071,1.8597792685,0.7890851796,0.9409663205834612,0.4087145139724854,0.1342322431315007,0.7034705316902067,0.7586914237974185,2.4000000000000004,3599.284223153224,6856.945892609945,20668.393918466005,0.7027267629035887,0.4,16910.4964208071,350.99875009720495,446.2541060332262,0.1616725196831737,0.827092194450555,0.7476434063116599,0.9252703537190412,-0.4216492351762559,0.2471686646896115,0.214291553590622,14.00414876167841,73,1,sitting,1_sitting
-0.5542136153602001,-0.8753639179213198,9.722701198576,0.3583242960365451,0.3570550477722707,0.2931363138267214,-1.096511006,-1.662413478,7.935796261,0.8781659007,0.7651050687,10.73539925,1.9746769067,2.4275185467,2.7996029890000003,0.6599613871892124,0.9453836765769876,9.727119177602129,0.02,0.036,0.308,11.27000560591248,9.790974634135706,0.2880321813707833,10.768028802533973,-2.3221226419648917,17.936445747599592,-0.0047891836894044,0.0031551188354376,-0.0377233719865848,0.0655960378612562,0.1856288637219175,0.1087774137263139,-0.1482875347,-0.6548475623,-0.5940664411,0.3956879675,0.7467827797,0.06963863969,0.5439755022,1.4016303419999998,0.66370508079,0.0657706352676193,0.1856556754358884,0.1151328733725686,0.1235479736662853,0.191794898313383,5.6000000000000005,28.395049790911248,282.2490421937936,1459.022634543145,0.7770097923566198,0.4,751.9926010260781,220.89332841047263,106.66029304694972,0.4198031082761418,0.7363668793803012,0.3529023783507311,0.379889213127583,-0.6473024421967983,-0.0960456599355885,0.2680376391841012,79.2477213172311,59,1,sitting,1_sitting
-0.13758490938346,-1.0832379912044,9.725773605388,0.1556145536317945,0.1166978295442161,0.0874644846554726,-0.4558327198,-1.316650629,9.253643036,0.6059823632,-0.4127618968,10.04925728,1.061815083,0.9038887322,0.7956142440000011,0.2077149407049901,1.08950581871272,9.7261668842015,0.084,0.108,0.316,10.996730925982476,9.78884046918035,0.0842196762992063,10.10354730742657,-1.367630611894747,10.846350090373791,-0.0143480028912156,0.0250253166125032,-0.0058789671632796,0.0315909649191044,0.0622394763128533,0.0257715363165755,-0.1435533315,-0.09208793938,-0.1597412676,0.08659014851,0.3210096955,0.02840523422,0.23014348001,0.41309763488,0.1881465018199999,0.0346966028810663,0.0670821800723132,0.0264335835448675,0.0466605858168106,0.0650030553512389,6.800000000000001,0.483878513742956,13.926529427723924,94.77005369053076,0.8266889623776149,0.4,74.37369270676707,27.548751526994977,25.662661829548632,0.4731976010877363,0.2396973098057752,0.0982204887915364,0.2599351211550017,-0.4785426652711452,-0.1817671723032854,-0.3692451319492029,209.78370747214848,69,1,sitting,1_sitting
-2.3733402836268,-5.50190804044672,5.204233720513999,0.6649246024124444,4.035036292138287,4.160438540255417,-4.478167534,-9.646664619,0.1381855011,-0.4965106845,2.157727718,13.70907879,3.9816568495,11.804392337,13.5708932889,2.464724899208649,6.8229399795400045,6.662829538940466,0.076,0.028,0.012,13.258048826579442,9.821542020785266,0.7469863399764156,14.239259512959125,1.9402629982007624,12.09961690725178,0.5356054270021031,-0.1518775924487599,0.0719886370114959,0.647827049706489,0.2377822019688309,0.1276119631352992,-0.2539672256,-0.9587529898,-0.1867720485,1.780672193,0.2002110779,0.4062253833,2.0346394186,1.1589640677,0.5929974318,0.8405671060453883,0.2821474413514634,0.1465168147142774,0.6420590740143819,0.6287985058001561,4.0,2993.162842658042,3282.992694873044,9629.13694293,0.6760731441256935,0.4,11198.896451578225,838.3654495803282,269.25171243025164,0.1655191416705909,0.7195187230416216,0.604020854045932,0.9489117516262298,-0.6265423381065922,0.6995391174869342,-0.3349244206780433,15.296920675004108,8,1,sitting,1_sitting
-1.831889975104,-0.931595245602,9.573389087616,0.0443691410610633,0.0360043507608714,0.077402133744949,-1.962114573,-1.149751306,9.14596653,-1.645065546,-0.8165507317,10.17428207,0.3170490269999999,0.3332005742999999,1.0283155399999997,1.8324272158983643,0.9322907351797306,9.573701985814754,0.148,0.28,0.292,12.336874308322,9.79168326828304,0.0752595727223131,10.370351216627547,1.0037696297550387,18.2270085053575,-0.0026847527816304,-0.0080286019621068,0.0007446447163096,0.013778867179047,0.0322933539052735,0.0023141062930393,-0.04428773001,-0.1403462887,-0.006108652335,0.1270599663,0.2428189367,0.008246680722,0.17134769631,0.3831652254,0.014355333057,0.0140379869723651,0.0332764053935696,0.0024309635309918,0.0214094537921692,0.0291878246219801,8.0,1.277766757661455,3.3222280956098187,43.64888546839245,0.90349675743284,0.4,9.387525624204471,1.8206487891486505,6.616015661003371,0.7050565894198298,-0.0916987126727952,0.228529452498361,-0.2150025033679019,0.7234499446155045,-0.1433313832234075,-0.1835449736675272,457.3318885872615,20,1,sitting,1_sitting
-2.922930968244,-9.320223663352,0.6873526623248,0.0520898374893491,0.0404398042945935,0.1012565519007726,-3.07298255,-9.44207859,0.3445664644,-2.776272535,-9.231510162,0.94277215,0.2967100149999999,0.2105684280000002,0.5982056856,2.9233950804312228,9.320311395692633,0.6947708771298812,0.192,0.26,0.196,12.9305072939208,9.792618930378165,0.0420043458997973,9.940715419065263,0.1676899288595886,0.4021251872301179,0.0108483558903188,0.0048545460968371,0.0014434745562111,0.0185035223954885,0.0226585263579784,0.0078993398532234,-0.03573561832,-0.05513058975,-0.01939497143,0.08781187981,0.05131268129,0.02076941915,0.1235474981299999,0.10644327104,0.04016439058,0.0214491763609552,0.0231727304071298,0.0080301425212229,0.0282908652502318,0.0161602207097941,7.2,0.8389474652249872,3.544146434799594,18.61283714607796,0.8113792134180258,0.4,3.4404256076561195,1.0114517752598016,2.2424138854440088,0.6255014595516982,0.0991339774843467,-0.1434942462727788,0.2747892497093213,0.2542960770894318,-0.1744106238142307,-0.0372927401327267,346.12843104425264,16,1,sitting,1_sitting
-2.022392162746,-0.8622105696316,9.536187854736,0.3200169246791099,0.1061752012716464,0.1384446700768498,-2.474178553,-1.398006678,9.096315384,-0.9290133715,-0.4510470629,9.965508461,1.5451651814999998,0.9469596151,0.8691930770000003,2.047554856900669,0.8687233390150876,9.537192759270784,0.02,0.172,0.196,12.4207905871136,9.792477504978327,0.1122103994627217,10.136955358622544,-0.1865538119454929,1.0735111758447502,-0.0042210787758507,0.0275139816463107,-0.004718323187116,0.0262218479404576,0.0800274963167557,0.0190053747972618,-0.1317941695,-0.228463605,-0.1035416573,0.0723875314,0.3022255898,0.0430659987,0.2041817008999999,0.5306891948,0.146607656,0.026559420465146,0.0846251697354982,0.0195823094879657,0.0680243239690732,0.0601911983735109,6.800000000000001,4.863490494459363,6.095606471883692,152.81738328843912,0.8226602424505771,0.4,27.087922242665936,26.92716858802457,42.12306798123772,0.6690275714019771,-0.0566005967593573,0.5640804301987445,-0.1052549008562092,0.7059314792719007,0.0682614089246584,0.0506820711522869,143.95341225321226,5,1,sitting,1_sitting
