"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.636676138E0,-1.783726513E-1,-1.572977938E-2,1.618792862E-1
1.646676138E0,-1.453859210E-1,-5.497787148E-3,1.472185254E-1
1.656676138E0,-1.653917581E-1,-7.315111160E-2,1.627955884E-1
1.666676138E0,-2.367102802E-1,-1.771509200E-1,1.953241676E-1
1.676676138E0,-3.110831380E-1,-2.307543457E-1,2.159408629E-1
1.686676138E0,-3.610213697E-1,-2.570215464E-1,2.159408629E-1
1.696676138E0,-3.634648323E-1,-2.594650090E-1,2.086104751E-1
1.706676138E0,-3.378084898E-1,-2.518292069E-1,2.098322064E-1
1.716676138E0,-2.796235681E-1,-1.898263693E-1,1.904372424E-1
1.726676138E0,-1.994474977E-1,-1.029307917E-1,1.554652005E-1
1.736676138E0,-1.363756657E-1,-3.817907721E-2,1.104138941E-1
1.746676138E0,-9.743300825E-2,-8.246680722E-3,8.002334833E-2
1.756676138E0,-5.253441259E-2,3.161227703E-2,5.696318299E-2
1.766676138E0,-7.177666761E-3,4.810563847E-2,4.718934000E-2
1.776676138E0,4.306599870E-2,4.749477282E-2,4.474587739E-2
1.786676138E0,7.147123665E-2,3.313944116E-2,4.581489414E-2
1.796676138E0,8.155050874E-2,1.970040426E-2,5.299255997E-2
1.806676138E0,7.299839705E-2,7.330383174E-3,5.421429127E-2
1.816676138E0,1.679879427E-2,-1.893682219E-2,4.688390717E-2
1.826676138E0,-3.940080851E-2,-3.436116874E-2,4.688390717E-2
1.836676138E0,-6.291911751E-2,-2.840523422E-2,3.344487399E-2
1.846676138E0,-5.574145541E-2,-6.108652335E-3,1.771509275E-2
1.856676138E0,-3.359758761E-3,3.497203439E-2,-1.679879380E-3
1.866676138E0,7.834346592E-2,8.261952549E-2,-2.351831272E-2
1.876676138E0,1.392772794E-1,1.165225431E-1,-3.695734590E-2
1.886676138E0,1.747074574E-1,1.365283877E-1,-4.413501546E-2
1.896676138E0,1.452332139E-1,1.386664063E-1,-4.169155285E-2
1.906676138E0,7.070764899E-2,1.070541367E-1,-2.703078650E-2
1.916676138E0,9.773843922E-3,6.459899992E-2,-5.192354787E-3
1.926676138E0,-1.069014147E-2,2.748893574E-2,7.635815418E-4
1.936676138E0,-1.069014147E-2,2.748893574E-2,7.635815418E-4
1.946676138E0,-1.069014147E-2,2.748893574E-2,7.635815418E-4
1.956676138E0,-1.069014147E-2,2.748893574E-2,7.635815418E-4
1.966676138E0,-1.069014147E-2,2.748893574E-2,7.635815418E-4
1.976676138E0,-1.069014147E-2,2.748893574E-2,7.635815418E-4
1.986676138E0,-1.069014147E-2,2.748893574E-2,7.635815418E-4
1.996676138E0,-1.069014147E-2,2.748893574E-2,7.635815418E-4
2.055651483E0,-5.856670737E-1,-6.091853380E-1,4.352414981E-2
2.065651483E0,-6.013968587E-1,-6.351471543E-1,5.192354694E-2
2.075651483E0,-5.972734690E-1,-6.719517708E-1,5.894849449E-2
2.085651483E0,-5.638286471E-1,-7.082982659E-1,4.780020565E-2
2.095651483E0,-5.326744914E-1,-7.458664775E-1,1.817324013E-2
2.105651483E0,-5.174028873E-1,-8.055785298E-1,-7.788531948E-3
2.115651483E0,-5.245805383E-1,-8.167268038E-1,7.635815418E-4
2.125651483E0,-5.135849714E-1,-8.032878041E-1,2.641992271E-2
2.135651483E0,-5.122104883E-1,-8.168795705E-1,5.803219974E-2
2.145651483E0,-5.152648091E-1,-7.644978762E-1,9.987647086E-2
2.155651483E0,-5.268712640E-1,-7.121161819E-1,1.343903542E-1
2.165651483E0,-5.601634383E-1,-6.965391040E-1,1.504255682E-1
2.175651483E0,-6.287330389E-1,-7.170031071E-1,1.443169117E-1
2.185651483E0,-7.076873779E-1,-7.864890099E-1,1.586722434E-1
2.195651483E0,-8.104654551E-1,-9.315695167E-1,2.399173230E-1
2.205651483E0,-8.758280277E-1,-1.013883591E0,3.652974069E-1
2.215651483E0,-8.930850029E-1,-9.999864101E-1,4.605923891E-1
2.225651483E0,-8.877398968E-1,-9.190467596E-1,4.732678533E-1
2.235651483E0,-8.579602242E-1,-8.400924206E-1,4.602869749E-1
2.245651483E0,-8.144360781E-1,-7.757988572E-1,4.408919811E-1
2.255651483E0,-8.200865984E-1,-7.130324841E-1,3.961461186E-1
2.265651483E0,-8.668177724E-1,-7.121161819E-1,3.559817076E-1
2.275651483E0,-9.285151958E-1,-6.834055185E-1,3.549126983E-1
2.285651483E0,-9.443976879E-1,-6.899722815E-1,3.976732790E-1
2.295651483E0,-9.445503950E-1,-6.753115058E-1,4.123340547E-1
2.305651483E0,-8.350527883E-1,-5.849034786E-1,4.468479156E-1
2.315651483E0,-7.223481536E-1,-5.592471361E-1,4.725042582E-1
2.325651483E0,-6.085745096E-1,-5.126686692E-1,4.737260044E-1
2.335651483E0,-5.239696503E-1,-4.983133376E-1,4.932736754E-1
2.345651483E0,-4.944954216E-1,-4.980078936E-1,5.041165352E-1
2.355651483E0,-4.932736754E-1,-5.100724697E-1,4.821254015E-1
2.365651483E0,-5.600107312E-1,-4.653266072E-1,4.604396820E-1
2.375651483E0,-6.565274000E-1,-4.013384581E-1,4.305072725E-1
2.385651483E0,-7.185302377E-1,-3.477350473E-1,3.723223805E-1
2.395651483E0,-7.313584089E-1,-2.973386645E-1,3.176499307E-1
2.405651483E0,-7.133378983E-1,-2.687807083E-1,2.860376537E-1
2.415651483E0,-6.786713004E-1,-2.976440787E-1,2.700024247E-1
2.425651483E0,-6.200281978E-1,-3.781255782E-1,2.901609838E-1
2.435651483E0,-5.832235813E-1,-4.917465150E-1,3.028364480E-1
2.445651483E0,-5.748242140E-1,-5.752823353E-1,3.475823104E-1
2.455651483E0,-6.024658680E-1,-6.226243973E-1,4.303545654E-1
2.465651483E0,-6.407976151E-1,-5.991060734E-1,5.355761051E-1
2.475651483E0,-6.331618428E-1,-5.099197626E-1,6.068946123E-1
2.485651483E0,-5.827654600E-1,-3.904955983E-1,6.146831512E-1
2.495651483E0,-4.828889668E-1,-2.163990140E-1,5.826127529E-1
2.505651483E0,-3.744603992E-1,-1.356120855E-1,6.096435189E-1
2.515651483E0,-2.945897579E-1,-1.603521220E-2,6.491970420E-1
2.525651483E0,-2.446515262E-1,1.302670091E-1,6.743952036E-1
2.535651483E0,-2.328923792E-1,1.792889535E-1,6.916521788E-1
2.545651483E0,-2.270891517E-1,2.015855312E-1,6.734789610E-1
2.555651483E0,-2.183843255E-1,1.934915632E-1,6.026185751E-1
2.565651483E0,-2.319760770E-1,1.950187236E-1,5.160284042E-1
2.575651483E0,-2.643519342E-1,2.368630022E-1,4.344778955E-1
2.585651483E0,-3.304781020E-1,3.237585723E-1,3.385720551E-1
2.595651483E0,-3.575088978E-1,4.271475375E-1,1.890627891E-1
2.605651483E0,-3.145956099E-1,4.224133193E-1,2.901609987E-2
2.615651483E0,-2.144137025E-1,2.359467000E-1,-1.797471046E-1
